Lead ID,Location,College,Year of Study,Program Interest,Lead Source
LD8116,City_78,College_71,4th,statistics,Google Form
LD8117,City_50,College_117,1st,AI,Whatsapp
LD8118,City_75,College_91,1st,,
LD8119,City_53,College_96,2nd,Data Science,Whatsapp
LD8120,City_84,College_80,1st,Data Science,College Collaboration
LD8121,City_92,College_62,2nd,Data Science,Whatsapp
LD8122,City_24,College_130,3rd,Cyber Security,Instagram
LD8123,City_82,College_153,2nd,,Whatsapp
LD8124,City_54,College_53,3rd,Data Science,College Collaboration
LD8125,City_54,College_179,1st,statistics,
LD8126,,College_77,1st,Data Science,College Collaboration
LD8127,City_32,College_158,4th,AI,Mass-Mailing
LD8128,,College_119,1st,Robotics,Instagram
LD8129,City_82,College_167,1st,statistics,
LD8130,City_1,College_126,2nd,ML,
LD8131,City_83,College_56,3rd,ML,Whatsapp
LD8132,City_82,College_112,1st,Cyber Security,College Collaboration
LD8133,City_17,College_195,3rd,Data Science,College Collaboration
LD8134,City_55,College_11,3rd,,Instagram
LD8135,City_39,College_115,4th,,Mass-Mailing
LD8136,,College_31,2nd,statistics,College Collaboration
LD8137,City_50,,2nd,ML,Mass-Mailing
LD8138,City_34,College_125,1st,AI,College Collaboration
LD8139,City_43,College_4,2nd,ML,Instagram
LD8140,City_4,College_64,4th,Electric Vehicle,LinkedIn
LD8141,City_87,College_99,4th,Cyber Security,Instagram
LD8142,City_43,College_91,3rd,ML,Google Form
LD8143,City_3,College_139,2nd,Cyber Security,Mass-Mailing
LD8144,City_91,College_39,2nd,statistics,
LD8145,City_68,College_187,3rd,Cyber Security,LinkedIn
LD8146,City_13,College_39,4th,Electric Vehicle,Instagram
LD8147,City_66,College_39,2nd,Cyber Security,College Collaboration
LD8148,City_82,College_26,3rd,ML,Whatsapp
LD8149,City_46,College_1,2nd,Robotics,Google Form
LD8150,City_39,College_163,4th,ML,College Collaboration
LD8151,City_52,College_56,3rd,Data Science,Instagram
LD8152,City_28,,2nd,ML,Instagram
LD8153,City_19,College_183,2nd,ML,Other
LD8154,,College_137,3rd,Electric Vehicle,LinkedIn
LD8155,City_1,College_30,2nd,statistics,Instagram
LD8156,City_15,College_44,,statistics,College Collaboration
LD8157,City_84,College_177,1st,Electric Vehicle,College Collaboration
LD8158,City_82,College_86,1st,statistics,Whatsapp
LD8159,City_33,College_135,2nd,Robotics,
LD8160,City_68,College_25,1st,Data Science,Instagram
LD8161,City_33,College_82,1st,Data Science,LinkedIn
LD8162,City_39,College_62,1st,Cyber Security,Instagram
LD8163,City_13,College_113,2nd,Cyber Security,Google Form
LD8164,City_55,College_164,1st,Data Science,Instagram
LD8165,City_82,,3rd,Data Science,College Collaboration
LD8166,City_46,College_62,2nd,Data Science,
LD8167,City_11,College_126,4th,,College Collaboration
LD8168,City_86,,3rd,Cyber Security,Mass-Mailing
LD8169,City_94,College_63,4th,Cyber Security,Mass-Mailing
LD8170,City_15,College_153,4th,Data Science,College Collaboration
LD8171,City_45,College_102,3rd,Cyber Security,Whatsapp
LD8172,City_21,College_24,2nd,Cyber Security,
LD8173,City_64,College_183,4th,ML,College Collaboration
LD8174,,College_75,2nd,Robotics,Mass-Mailing
LD8175,City_34,College_124,3rd,,Whatsapp
LD8176,City_40,College_126,1st,Data Science,Instagram
LD8177,City_13,College_62,3rd,Cyber Security,Google Form
LD8178,City_19,College_41,2nd,,Instagram
LD8179,City_4,College_126,2nd,Data Science,Mass-Mailing
LD8180,City_76,College_159,1st,Data Science,Google Form
LD8181,City_76,College_117,1st,Cyber Security,College Collaboration
LD8182,City_48,College_139,4th,Data Science,College Collaboration
LD8183,City_9,College_160,1st,,Google Form
LD8184,City_93,College_89,4th,statistics,Google Form
LD8185,City_73,College_71,3rd,Data Science,Google Form
LD8186,City_44,College_171,2nd,ML,Mass-Mailing
LD8187,City_93,College_89,3rd,Data Science,Google Form
LD8188,City_83,College_62,4th,Cyber Security,LinkedIn
LD8189,City_13,College_25,1st,ML,X
LD8190,City_45,College_50,1st,Cyber Security,Mass-Mailing
LD8191,City_15,College_70,1st,Data Science,LinkedIn
LD8192,City_30,College_4,3rd,ML,Instagram
LD8193,City_9,College_102,3rd,ML,
LD8194,City_39,College_117,10th,AI,College Collaboration
LD8195,City_72,College_143,4th,Data Science,X
LD8196,City_9,College_61,,,Whatsapp
LD8197,City_82,College_56,1st,Data Science,College Collaboration
LD8198,City_63,College_39,2nd,ML,College Collaboration
LD8199,City_96,College_26,4th,Cyber Security,Instagram
LD8200,City_19,College_89,2nd,ML,Instagram
LD8201,City_19,College_132,2nd,Data Science,Google Form
LD8202,City_52,College_167,2nd,Electric Vehicle,College Collaboration
LD8203,City_34,College_160,2nd,AI,Google Form
LD8204,City_64,College_154,1st,Data Science,Instagram
LD8205,City_67,College_25,3rd,Robotics,College Collaboration
LD8206,City_54,College_81,4th,AI,College Collaboration
LD8207,,College_62,2nd,Cyber Security,Instagram
LD8208,City_93,College_199,2nd,Data Science,
LD8209,City_26,College_56,3rd,ML,Instagram
LD8210,City_45,College_158,2nd,Cyber Security,LinkedIn
LD8211,City_9,College_62,4th,statistics,College Collaboration
LD8212,City_45,College_50,4th,statistics,Google Form
LD8213,City_70,College_171,3rd,,X
LD8214,City_98,College_115,3rd,Robotics,Instagram
LD8215,City_91,College_131,4th,statistics,College Collaboration
LD8216,City_9,,2nd,Data Science,College Collaboration
LD8217,City_44,College_119,3rd,Robotics,Google Form
LD8218,,College_169,2nd,statistics,LinkedIn
LD8219,City_23,College_165,1st,Data Science,Whatsapp
LD8220,City_92,College_31,3rd,Cyber Security,Instagram
LD8221,City_82,College_115,1st,Electric Vehicle,Whatsapp
LD8222,,College_62,4th,Cyber Security,Instagram
LD8223,City_5,College_107,2nd,Cyber Security,Google Form
LD8224,City_55,College_114,,AI,College Collaboration
LD8225,City_82,College_53,1st,,LinkedIn
LD8226,City_88,College_143,4th,statistics,College Collaboration
LD8227,City_90,College_85,1st,Data Science,Whatsapp
LD8228,City_5,College_133,1st,ML,X
LD8229,City_68,College_82,2nd,Cyber Security,LinkedIn
LD8230,City_87,College_114,4th,Data Science,College Collaboration
LD8231,City_80,College_71,1st,Cyber Security,Instagram
LD8232,City_53,College_199,4th,Data Science,Instagram
LD8233,City_48,,2nd,Data Science,Instagram
LD8234,City_92,College_183,2nd,AI,College Collaboration
LD8235,City_42,College_56,4th,Electric Vehicle,College Collaboration
LD8236,City_42,College_89,1st,AI,Google Form
LD8237,City_30,College_160,4th,statistics,Google Form
LD8238,City_19,College_99,1st,Data Science,College Collaboration
LD8239,City_25,College_62,4th,statistics,LinkedIn
LD8240,City_85,College_12,2nd,,Instagram
LD8241,City_64,College_28,3rd,ML,Google Form
LD8242,City_83,College_199,3rd,Electric Vehicle,Instagram
LD8243,City_73,College_89,1st,ML,Instagram
LD8244,City_32,College_117,4th,Data Science,Instagram
LD8245,City_47,,1st,Robotics,LinkedIn
LD8246,City_1,College_64,2nd,ML,Google Form
LD8247,City_55,,3rd,Data Science,College Collaboration
LD8248,City_9,College_62,3rd,Electric Vehicle,College Collaboration
LD8249,City_1,College_142,4th,Robotics,College Collaboration
LD8250,City_19,College_137,3rd,Robotics,Instagram
LD8251,City_88,College_64,1st,Cyber Security,College Collaboration
LD8252,City_63,College_167,1st,Data Science,College Collaboration
LD8253,City_15,College_96,3rd,,Google Form
LD8254,,College_119,1st,Data Science,LinkedIn
LD8255,City_51,College_81,2nd,Electric Vehicle,LinkedIn
LD8256,City_13,College_117,2nd,Data Science,Whatsapp
LD8257,City_93,College_137,2nd,Electric Vehicle,College Collaboration
LD8258,City_47,College_2,3rd,Data Science,Google Form
LD8259,City_30,College_19,3rd,,Instagram
LD8260,City_87,College_165,2nd,Cyber Security,Instagram
LD8261,City_76,College_142,2nd,,Mass-Mailing
LD8262,City_73,College_160,2nd,Electric Vehicle,
LD8263,City_15,College_164,4th,Data Science,X
LD8264,City_64,College_189,4th,Electric Vehicle,Instagram
LD8265,City_9,College_162,3rd,Data Science,Instagram
LD8266,City_73,College_92,4th,Data Science,College Collaboration
LD8267,City_1,College_6,2nd,Data Science,Mass-Mailing
LD8268,City_85,College_38,3rd,AI,Instagram
LD8269,City_61,College_85,2nd,Cyber Security,Instagram
LD8270,City_82,College_124,2nd,AI,Whatsapp
LD8271,City_91,College_64,3rd,ML,College Collaboration
LD8272,City_19,College_199,4th,,Mass-Mailing
LD8273,City_45,College_70,3rd,Data Science,Mass-Mailing
LD8274,City_9,College_60,1st,Electric Vehicle,LinkedIn
LD8275,City_69,College_61,3rd,Data Science,Google Form
LD8276,City_19,,3rd,,X
LD8277,City_83,College_106,3rd,statistics,Google Form
LD8278,City_87,College_158,4th,ML,Instagram
LD8279,City_45,College_164,4th,statistics,LinkedIn
LD8280,City_23,College_189,1st,Robotics,College Collaboration
LD8281,City_60,College_189,1st,statistics,
LD8282,City_74,College_28,3rd,Data Science,
LD8283,City_46,,1st,Data Science,Instagram
LD8284,City_70,College_133,2nd,Cyber Security,College Collaboration
LD8285,City_68,College_69,4th,Robotics,Whatsapp
LD8286,City_13,College_119,3rd,ML,College Collaboration
LD8287,City_82,College_30,2nd,Cyber Security,Google Form
LD8288,City_92,College_146,1st,Data Science,LinkedIn
LD8289,City_82,College_151,4th,Cyber Security,College Collaboration
LD8290,City_86,College_15,1st,Electric Vehicle,Whatsapp
LD8291,City_64,College_165,1st,Data Science,LinkedIn
LD8292,City_15,College_155,4th,Data Science,Google Form
LD8293,City_54,College_189,4th,Data Science,College Collaboration
LD8294,City_44,College_78,1st,AI,Instagram
LD8295,City_63,College_117,2nd,Cyber Security,LinkedIn
LD8296,City_1,College_69,2nd,Data Science,Instagram
LD8297,City_87,College_79,2nd,Cyber Security,LinkedIn
LD8298,City_17,College_137,4th,Electric Vehicle,Mass-Mailing
LD8299,City_15,College_62,4th,ML,LinkedIn
LD8300,City_84,College_62,3rd,Data Science,Instagram
LD8301,City_64,College_113,1st,Data Science,Mass-Mailing
LD8302,City_64,,4th,AI,College Collaboration
LD8303,City_64,College_71,2nd,Data Science,Instagram
LD8304,City_40,College_120,3rd,ML,College Collaboration
LD8305,City_64,College_44,3rd,Data Science,Instagram
LD8306,City_80,College_113,3rd,statistics,X
LD8307,City_51,College_22,1st,Data Science,College Collaboration
LD8308,City_68,College_71,,Cyber Security,Mass-Mailing
LD8309,City_13,College_26,1st,Robotics,College Collaboration
LD8310,City_47,College_190,3rd,Electric Vehicle,
LD8311,City_82,College_92,1st,Robotics,Mass-Mailing
LD8312,City_4,College_113,2nd,Cyber Security,LinkedIn
LD8313,City_4,College_54,3rd,Cyber Security,Google Form
LD8314,City_90,College_157,3rd,statistics,Whatsapp
LD8315,City_58,,4th,Cyber Security,Instagram
LD8316,City_9,College_10,4th,ML,College Collaboration
LD8317,City_39,College_177,1st,Cyber Security,Google Form
LD8318,City_92,College_93,1st,Cyber Security,Mass-Mailing
LD8319,City_78,College_62,3rd,Data Science,LinkedIn
LD8320,City_64,College_199,1st,Cyber Security,Instagram
LD8321,City_69,College_146,2nd,AI,LinkedIn
LD8322,City_78,College_56,2nd,ML,Instagram
LD8323,City_9,College_113,3rd,Cyber Security,Instagram
LD8324,City_4,College_39,3rd,statistics,College Collaboration
LD8325,City_5,College_133,3rd,ML,College Collaboration
LD8326,City_23,College_82,1st,Data Science,Google Form
LD8327,City_65,College_177,3rd,Data Science,
LD8328,City_29,College_77,4th,Data Science,Whatsapp
LD8329,City_46,College_113,,Cyber Security,Google Form
LD8330,City_42,College_62,4th,AI,Google Form
LD8331,City_10,College_147,2nd,Data Science,College Collaboration
LD8332,City_90,College_185,2nd,statistics,LinkedIn
LD8333,City_64,College_50,2nd,ML,College Collaboration
LD8334,City_9,College_181,3rd,AI,LinkedIn
LD8335,City_85,College_120,4th,Electric Vehicle,LinkedIn
LD8336,City_39,College_119,3rd,statistics,Whatsapp
LD8337,City_71,College_130,2nd,Data Science,College Collaboration
LD8338,City_91,College_134,1st,Cyber Security,College Collaboration
LD8339,City_33,College_44,3rd,AI,College Collaboration
LD8340,City_9,College_69,3rd,statistics,Google Form
LD8341,City_28,,1st,Data Science,LinkedIn
LD8342,City_25,College_147,1st,Data Science,College Collaboration
LD8343,City_78,College_160,1st,statistics,College Collaboration
LD8344,City_5,College_74,4th,Data Science,Mass-Mailing
LD8345,City_33,College_42,3rd,Cyber Security,Instagram
LD8346,City_73,College_113,4th,ML,Instagram
LD8347,City_71,College_69,1st,Electric Vehicle,Whatsapp
LD8348,City_92,College_148,3rd,Cyber Security,LinkedIn
LD8349,City_47,College_117,2nd,Data Science,Instagram
LD8350,City_98,College_127,4th,statistics,Instagram
LD8351,City_68,College_10,2nd,Cyber Security,Instagram
LD8352,City_24,College_158,2nd,,
LD8353,City_82,College_89,,statistics,Instagram
LD8354,City_96,College_51,3rd,ML,LinkedIn
LD8355,City_34,College_102,3rd,Cyber Security,College Collaboration
LD8356,City_82,College_143,1st,Data Science,Whatsapp
LD8357,City_19,College_183,1st,,Google Form
LD8358,City_5,College_72,3rd,Data Science,Google Form
LD8359,City_69,College_190,2nd,Data Science,College Collaboration
LD8360,City_100,College_160,1st,ML,Google Form
LD8361,City_98,College_170,2nd,statistics,LinkedIn
LD8362,City_45,College_161,3rd,Data Science,College Collaboration
LD8363,City_45,College_147,3rd,Data Science,Instagram
LD8364,City_75,College_53,3rd,,LinkedIn
LD8365,City_64,College_114,4th,statistics,X
LD8366,City_9,College_160,4th,AI,Mass-Mailing
LD8367,City_13,College_86,4th,AI,Instagram
LD8368,City_87,College_153,4th,Data Science,Mass-Mailing
LD8369,City_45,College_189,2nd,Data Science,Instagram
LD8370,City_77,College_193,4th,Data Science,Instagram
LD8371,,College_148,2nd,Electric Vehicle,Mass-Mailing
LD8372,City_70,College_110,1st,Electric Vehicle,College Collaboration
LD8373,City_32,College_142,1st,Data Science,Mass-Mailing
LD8374,City_91,College_124,3rd,Electric Vehicle,Google Form
LD8375,City_41,College_113,4th,statistics,College Collaboration
LD8376,City_76,College_157,2nd,Data Science,Google Form
LD8377,City_87,College_82,3rd,ML,Google Form
LD8378,City_2,College_113,1st,statistics,Instagram
LD8379,City_83,College_171,3rd,AI,Instagram
LD8380,,College_143,1st,Electric Vehicle,Instagram
LD8381,City_9,College_129,2nd,Electric Vehicle,Google Form
LD8382,City_5,,3rd,Cyber Security,Instagram
LD8383,City_82,College_171,3rd,Cyber Security,LinkedIn
LD8384,City_65,College_89,3rd,Cyber Security,College Collaboration
LD8385,City_87,College_157,2nd,statistics,Instagram
LD8386,City_77,College_62,3rd,ML,X
LD8387,City_9,College_142,1st,Robotics,College Collaboration
LD8388,City_1,College_39,1st,Cyber Security,Whatsapp
LD8389,City_84,College_126,2nd,Data Science,Instagram
LD8390,City_4,College_22,4th,Data Science,LinkedIn
LD8391,City_82,College_163,2nd,Cyber Security,LinkedIn
LD8392,City_13,College_188,2nd,Cyber Security,Instagram
LD8393,City_90,College_53,1st,AI,Mass-Mailing
LD8394,City_46,College_62,2nd,Cyber Security,Instagram
LD8395,City_91,College_22,1st,statistics,Whatsapp
LD8396,City_74,College_181,2nd,Electric Vehicle,College Collaboration
LD8397,City_56,College_69,3rd,statistics,Whatsapp
LD8398,City_70,College_188,3rd,,Instagram
LD8399,City_46,College_180,4th,Cyber Security,College Collaboration
LD8400,City_33,College_24,4th,AI,LinkedIn
LD8401,City_33,College_188,2nd,Cyber Security,LinkedIn
LD8402,City_47,College_139,3rd,Cyber Security,Google Form
LD8403,City_25,College_99,2nd,Cyber Security,College Collaboration
LD8404,City_5,College_157,4th,ML,Instagram
LD8405,City_96,College_152,3rd,Data Science,Mass-Mailing
LD8406,City_82,College_89,3rd,Robotics,College Collaboration
LD8407,City_38,College_92,1st,statistics,College Collaboration
LD8408,City_69,College_170,3rd,AI,College Collaboration
LD8409,City_41,College_124,1st,ML,Google Form
LD8410,City_30,College_134,2nd,AI,College Collaboration
LD8411,City_82,College_62,2nd,Cyber Security,Instagram
LD8412,City_89,College_56,3rd,statistics,Instagram
LD8413,City_85,College_184,1st,ML,College Collaboration
LD8414,City_56,College_97,1st,Cyber Security,Whatsapp
LD8415,City_34,College_34,2nd,Data Science,
LD8416,City_21,College_133,1st,Data Science,College Collaboration
LD8417,City_88,College_89,4th,Robotics,Instagram
LD8418,City_87,College_6,4th,AI,Instagram
LD8419,City_9,College_42,2nd,Cyber Security,Other
LD8420,City_64,College_100,2nd,Data Science,Mass-Mailing
LD8421,City_30,College_134,1st,Electric Vehicle,LinkedIn
LD8422,City_2,College_38,2nd,AI,Google Form
LD8423,City_13,College_146,2nd,Data Science,Instagram
LD8424,City_68,College_42,4th,Cyber Security,College Collaboration
LD8425,City_96,College_62,1st,statistics,Instagram
LD8426,City_41,College_27,2nd,ML,College Collaboration
LD8427,City_44,College_64,4th,Electric Vehicle,X
LD8428,City_52,College_113,2nd,AI,College Collaboration
LD8429,City_52,College_71,1st,statistics,College Collaboration
LD8430,City_68,College_42,4th,Data Science,Instagram
LD8431,City_64,College_127,3rd,Data Science,Whatsapp
LD8432,City_14,College_113,4th,ML,College Collaboration
LD8433,City_51,College_63,3rd,Robotics,College Collaboration
LD8434,City_89,College_56,4th,Cyber Security,Instagram
LD8435,City_77,College_121,1st,Cyber Security,Mass-Mailing
LD8436,City_82,College_159,1st,ML,College Collaboration
LD8437,City_13,College_26,4th,Robotics,Mass-Mailing
LD8438,City_55,College_171,1st,Robotics,LinkedIn
LD8439,City_4,,1st,Cyber Security,
LD8440,,College_133,2nd,Data Science,Mass-Mailing
LD8441,City_80,College_39,2nd,Data Science,Instagram
LD8442,City_43,College_50,2nd,AI,Google Form
LD8443,City_84,College_183,3rd,Cyber Security,College Collaboration
LD8444,City_33,College_56,2nd,AI,College Collaboration
LD8445,City_15,College_117,4th,statistics,Whatsapp
LD8446,City_87,College_113,4th,Data Science,Whatsapp
LD8447,City_47,College_39,1st,statistics,Mass-Mailing
